Name,isTF
EVX2,Yes
GBX1,Yes
GBX2,Yes
GSC,Yes
GSC2,Yes
GSX1,Yes
GSX2,Yes
HDX,Yes
HESX1,Yes
HHEX,Yes
HLX,Yes
HMBOX1,Yes
HMX1,Yes
HMX2,Yes
HMX3,Yes
HNF1A,Yes
HNF1B,Yes
HOMEZ,Yes
HOPX,No
HOXA1,Yes
HOXA10,Yes
HOXA11,Yes
HOXA13,Yes
HOXA2,Yes
HOXA3,Yes
HOXA4,Yes
HOXA5,Yes
HOXA6,Yes
HOXA7,Yes
HOXA9,Yes
HOXB1,Yes
HOXB13,Yes
HOXB2,Yes
HOXB3,Yes
HOXB4,Yes
HOXB5,Yes
HOXB6,Yes
HOXB7,Yes
HOXB8,Yes
HOXB9,Yes
HOXC10,Yes
HOXC11,Yes
HOXC12,Yes
HOXC13,Yes
HOXC4,Yes
HOXC5,Yes
HOXC6,Yes
HOXC8,Yes
HOXC9,Yes
HOXD1,Yes
HOXD10,Yes
HOXD11,Yes
HOXD12,Yes
HOXD13,Yes
HOXD3,Yes
HOXD4,Yes
HOXD8,Yes
HOXD9,Yes
IRX1,Yes
IRX2,Yes
IRX3,Yes
IRX4,Yes
IRX5,Yes
IRX6,Yes
ISL1,Yes
ISL2,Yes
ISX,Yes
LBX1,Yes
LBX2,Yes
LEUTX,Yes
LHX1,Yes
LHX2,Yes
LHX3,Yes
LHX4,Yes
LHX5,Yes
LHX6,Yes
LHX8,Yes
LHX9,Yes
LMX1A,Yes
LMX1B,Yes
MEIS1,Yes
MEIS2,Yes
MEIS3,Yes
MEOX1,Yes
MEOX2,Yes
MIXL1,Yes
MKX,Yes
MNX1,Yes
MSX1,Yes
MSX2,Yes
NANOG,Yes
NANOGNB,Yes
NANOGP8,Yes
NKX1-1,Yes
NKX1-2,Yes
NKX2-1,Yes
NKX2-2,Yes
NKX2-3,Yes
NKX2-4,Yes
NKX2-5,Yes
NKX2-6,Yes
NKX2-8,Yes
NKX3-1,Yes
NKX3-2,Yes
NKX6-1,Yes
NKX6-2,Yes
NKX6-3,Yes
NOBOX,Yes
NOTO,Yes
OTP,Yes
OTX1,Yes
OTX2,Yes
PBX1,Yes
PBX2,Yes
PBX3,Yes
PBX4,Yes
PDX1,Yes
PHOX2A,Yes
PHOX2B,Yes
PITX1,Yes
PITX2,Yes
PITX3,Yes
PKNOX1,Yes
PKNOX2,Yes
PROP1,Yes
PRRX1,Yes
PRRX2,Yes
RAX,Yes
RAX2,Yes
RHOXF1,Yes
RHOXF2,Yes
RHOXF2B,Yes
SEBOX,Yes
SHOX,Yes
SHOX2,Yes
SIX1,Yes
SIX2,Yes
SIX3,Yes
SIX4,Yes
SIX5,Yes
SIX6,Yes
TGIF1,Yes
TGIF2,Yes
TGIF2LX,Yes
TGIF2LY,Yes
TLX1,Yes
TLX2,Yes
TLX3,Yes
TPRX1,Yes
UNCX,Yes
VAX1,Yes
VAX2,Yes
VENTX,Yes
VSX1,Yes
VSX2,Yes
ZFHX2,Yes
ZHX1,Yes
ZHX2,Yes
ZHX3,Yes
PAX2,Yes
PAX3,Yes
PAX4,Yes
PAX6,Yes
PAX7,Yes
POU1F1,Yes
POU2F1,Yes
POU2F2,Yes
POU2F3,Yes
POU3F1,Yes
POU3F2,Yes
POU3F3,Yes
POU3F4,Yes
POU4F1,Yes
POU4F2,Yes
POU4F3,Yes
POU5F1,Yes
POU5F1B,Yes
POU5F2,Yes
POU6F1,Yes
POU6F2,Yes
HSF1,Yes
HSF2,Yes
HSF4,Yes
HSF5,Yes
HSFX1,Yes
HSFX2,Yes
HSFY1,Yes
HSFY2,Yes
IRF1,Yes
IRF2,Yes
IRF3,Yes
IRF4,Yes
IRF5,Yes
IRF6,Yes
IRF7,Yes
IRF8,Yes
IRF9,Yes
LYAR,No
MSANTD1,Yes
MSANTD3,Yes
NAIF1,Yes
BORCS8-MEF2B,Yes
MEF2A,Yes
MEF2B,Yes
MEF2C,Yes
MEF2D,Yes
SRF,Yes
BAZ2B,Yes
MBD2,Yes
MBD3,Yes
MBD4,Yes
MBD6,Yes
PIN1,Yes
SETDB1,Yes
SETDB2,Yes
BAZ2A,Yes
MECP2,Yes
MBD1,Yes
MTERF1,Yes
MTERF2,Yes
MTERF3,Yes
MTERF4,Yes
NEB,No
C17orf49,No
CDC5L,Yes
CHD2,No
CRAMP1,No
DMTF1,Yes
DNAJC1,No
DNAJC2,No
ELMSAN1,No
KIAA1841,No
MIER1,No
MIER2,No
MIER3,No
MIS18BP1,No
MSANTD4,Yes
MYB,Yes
MYBL1,Yes
MYBL2,Yes
MYPOP,Yes
MYSM1,Yes
NCOR1,No
NCOR2,No
PRDM11,No
RCOR1,No
RCOR2,No
RCOR3,No
SMARCA1,No
SMARCA5,No
SMARCC1,No
SMARCC2,No
SNAPC4,Yes
TADA2A,No
TADA2B,No
TERB1,Yes
TERF1,Yes
TERF2,Yes
TERF2IP,No
TTF1,Yes
ZZZ3,Yes
MTA1,No
MTA2,No
MTA3,No
RERE,No
ZMYM1,No
ZMYM2,No
ZMYM3,No
ZMYM4,No
ZMYM5,No
ZMYM6,No
ZMYND10,No
MYRF,Yes
MYRFL,Yes
NFX1,Yes
NFXL1,Yes
ZNF330,No
AR,Yes
ESR1,Yes
ESR2,Yes
ESRRA,Yes
ESRRB,Yes
ESRRG,Yes
HNF4A,Yes
HNF4G,Yes
NR0B1,Yes
NR1D1,Yes
NR1D2,Yes
NR1H2,Yes
NR1H3,Yes
NR1H4,Yes
NR1I2,Yes
NR1I3,Yes
NR2C1,Yes
NR2C2,Yes
NR2E1,Yes
NR2E3,Yes
NR2F1,Yes
NR2F2,Yes
NR2F6,Yes
NR3C1,Yes
NR3C2,Yes
NR4A1,Yes
NR4A2,Yes
NR4A3,Yes
NR5A1,Yes
NR5A2,Yes
NR6A1,Yes
PGR,Yes
PPARA,Yes
PPARD,Yes
PPARG,Yes
RARA,Yes
RARB,Yes
RARG,Yes
RORA,Yes
RORB,Yes
RORC,Yes
RXRA,Yes
RXRB,Yes
RXRG,Yes
THRA,Yes
THRB,Yes
VDR,Yes
AATF,No
ABL1,No
ABRA,No
AC020915.1,No
ACOD1,No
ACTR3B,No
ACTR3C,No
ADAM8,No
ADAMTS17,No
ADAMTS19,No
ADAR,No
ADGRA1,No
ADGRG3,No
AEBP1,Yes
AES,No
AFAP1 ,No
AFF1,No
AFF3,No
AFF4,No
AGER,No
AGT,No
AIM2,No
AKT1,No
ALK,No
ALKBH2,No
AMH,No
ANAPC2,No
ANKRD30A,No
ANXA3,No
ANXA4,No
AP5Z1,No
APBB3,No
APEX1,No
APOBEC3A,No
APOBEC3B,No
APOBEC3G,No
APTX,No
ARHGAP35,Yes
ARHGEF2,No
ARHGEF5,No
ARRB1,No
ARRB2,No
ASCC1,No
ATF7IP,No
ATM,No
ATR,No
ATRX,No
ATXN7,No
BAG1,No
BANF1,No
BANP,No
BCL10,No
BCL3,No
BCLAF1,No
BCOR,No
BDP1,No
BEX1,No
BIN1,No
BLM,No
BLZF1,No
BMI1,No
BMP2,No
BMP4,No
BMP7,No
BMPR1A,No
BOD1L1,No
BOLA1,No
BOLA2,No
BOLA2B,No
BOLA3,No
BPNT1,No
BPTF,Yes
BRCA1,No
BRD4,No
BRD7,No
BRD8,No
BRD9,No
BRF1,No
BRF2,Yes
BRMS1,No
BRPF1,No
BTAF1,No
BTBD8,No
BTG2,No
BTK,No
BTRC,No
BUD31,No
C14orf39,No
C1D,No
C20orf194,No
C3orf33,No
CACTIN,No
CAMK1D,No
CAMK2A,No
CAPN15,No
CAPN3,No
CARD11,No
CARD14,No
CARF,Yes
CASP8AP2,No
CAT,No
CBFA2T2,No
CBFA2T3,No
CBFB,No
CBL,No
CBLL1,No
CC2D1A,Yes
CC2D1B,No
CCDC71,No
CCNT1,No
CCNT2,No
CD36,No
CD40,No
CD40LG,No
CDC6,No
CDK5RAP3,No
CDK7,No
CDK8,No
CDK9,No
CDKN1A,No
CDKN2A,No
CEBPZ,Yes
CELF3,No
CENPA,Yes
CENPS,Yes
CENPT,Yes
CENPX,Yes
CFLAR,No
CGGBP1,Yes
CHCHD3,Yes
CHD1,No
CHD6,No
CHD7,No
CHD9,No
CHP1,No
CHRAC1,No
CHUK,No
CHURC1,No
CIB1,No
CIITA,No
CIR1,No
CITED1,No
CITED2,No
CITED4,No
CIZ1,No
CLU,No
CMKLR1,No
CNBP,No
CNOT3,No
CNOT4,No
CNOT7,No
CNOT8,No
COMMD1,No
COMMD6,No
COMMD7,No
COPS2,No
COPS3,No
COPS4,No
CPEB1,Yes
CREBBP,No
CREG1,No
CRTC1,No
CRTC2,No
CRTC3,No
CSRNP1,Yes
CSRNP2,Yes
CSRNP3,Yes
CTBP1,No
CTBP2,No
CTH,No
CTNNB1,No
CTNNBIP1,No
CUL1,No
CUL2,No
CUL3,No
CUL4A,No
CUL4B,No
CUL5,No
CYLD,No
CYP1B1,No
CYTL1,No
DAB2IP,No
DACH1,Yes
DACH2,Yes
DAP,No
DAXX,No
DCP1A,No
DDB1,No
DDB2,No
DDN,No
DDR2,No
DDRGK1,No
DDX3X,No
DDX5,No
DDX58,No
DEK,No
DEPDC1,No
DEPDC1B,No
DEPDC4,No
DEPDC5,No
DEPDC7,No
DEPTOR,No
DHX34,No
DHX36,No
DISP3,No
DMAP1,No
DMC1,No
DMRTC1,No
DNA2,No
DNAJA3,No
DNAJC21,No
DNMT3A,No
DNMT3B,No
DNMT3L,No
DNTT,No
DPF2,No
DR1,Yes
DRAP1,Yes
DSP,No
DTX1,No
DUSP12,No
DVL1,No
DVL2,No
DVL3,No
DZIP1L,No
EAF2,No
EDA,No
EDA2R,No
EDF1,No
EDN1,No
EED,No
EGLN1,No
EID1,No
EID2,No
EIF2AK2,No
EIF2AK4,No
EIF3C,No
EIF3CL,No
EIF3K,No
EME1,No
ENO1,No
EP300,No
EP400,No
EPHA5,No
EPM2AIP1,No
ERBIN,No
ERC1,No
ERCC3,No
ERCC4,No
EWSR1,No
EXO1,No
EXOC2,No
EXOG,No
EZH1,No
EZH2,No
FAAP24,No
FAM153C,No
FAM171B,No
FAM200A,No
FAN1,No
FANCA,No
FANCD2,No
FANK1,No
FARSA,No
FARSB,No
FBN1,No
FBXO41,No
FEN1,No
FER,No
FGD1,No
FHL2,No
FLNA,No
FMNL2,No
FUBP1,No
FUBP3,No
FUS,No
FZD1,No
FZD2,No
FZD4,No
FZD6,No
GABPB1,No
GABPB2,No
GADD45A,No
GAS6,No
GAS7,No
GCFC2,No
GEN1,No
GLMP,Yes
GOLGB1,No
GON4L,No
GPATCH8,No
GPBP1,Yes
GPBP1L1,Yes
GPER1,No
GPR155,No
GREM1,No
GRM6,No
GTF2A1,No
GTF2A1L,No
GTF2A2,No
GTF2B,Yes
GTF2E2,No
GTF2F1,No
GTF2F2,No
GTF2H1,No
GTF2H2,No
GTF2H2C,No
GTF2H3,No
GTF2H4,No
GTF3C1,No
GTF3C2,No
H1F0,No
H1FOO,No
H1FX,No
HAVCR2,No
HCFC1,No
HCK,No
HDAC1,No
HDAC10,No
HDAC2,No
HDAC3,No
HDAC4,No
HDAC5,No
HDAC6,No
HDAC7,No
HDAC8,No
HDAC9,No
HELZ2,No
HIPK2,No
HIRA,No
HIST1H1A,No
HIST1H1B,No
HIST1H1C,No
HIST1H1D,No
HIST1H1E,No
HIST1H1T,No
HLA-DQB1,No
HLA-DQB2,No
HLA-DRB1,No
HLA-DRB3,No
HLA-DRB5,No
HLTF,No
HMOX1,No
HNRNPA1,No
HNRNPA3,No
HNRNPAB,No
HNRNPCL2,No
HNRNPD,No
HNRNPDL,No
HNRNPK,No
HNRNPL,No
HNRNPU,No
HP1BP3,No
HR,No
HSBP1,No
HSPA1A,No
HSPA1B,No
ICAM1,No
IFI16,No
IFNB1,No
IGHM,No
IKBKB,No
IKBKG,No
IL10,No
IL1B,No
IL1RAP,No
IL4,No
IL5,No
IL6,No
INF2,No
ING4,No
INS,No
IRAK1,No
IRAK2,No
IRAK3,No
IRF2BP1,No
ITCH,No
ITGB2,No
ITGB3BP,No
IZUMO2,No
JADE1,No
JAK2,No
JMY,No
JUP,No
KANSL2,No
KAT2A,No
KAT2B,No
KAT5,No
KAT6A,No
KAT6B,No
KAT8,No
KCNIP3,Yes
KDM1A,No
KDM3A,No
KEAP1,No
KIAA1549,No
KIAA1683,No
KIAA1958,No
KIT,No
KNTC1,No
KRAS,No
KRBOX1,No
KRTAP5-1,No
KRTAP5-9,No
KRTAP9-9,No
LARP1,No
LARP1B,No
LARP4,No
LARP4B,No
LARP6,No
LARP7,No
LGALS9,No
LGR4,No
LIG1,No
LIG3,No
LMO2,No
LMO4,No
LPP,No
LRP5,No
LRP6,No
LRP8,No
LRRFIP1,No
LRRFIP2,No
LSR,No
LTF,Yes
LTN1,No
LZTFL1,No
LZTR1,No
LZTS1,No
MACC1,No
MACF1,No
MAD2L2,No
MALT1,No
MAML1,No
MAML3,No
MAP2K5,No
MAP3K10,No
MAP3K13,No
MAP3K7,No
MAPK1,No
MAPK10,No
MAPK11,No
MAPK14,No
MAPK3,No
MAPK8,No
MAPK9,No
MATR3,No
MAVS,No
MB21D1,No
MBTPS2,No
MDFI,No
MDM2,No
MDM4,No
MED1,No
MED12,No
MED13,No
MED13L,No
MED14,No
MED15,No
MED16,No
MED17,No
MED21,No
MED23,No
MED24,No
MED6,No
MEN1,No
MET,No
MGMT,No
MID2,No
MINK1,No
MKL1,No
MKL2,No
MKRN3,No
MLLT1,No
MLLT10,No
MLLT11,No
MLLT3,No
MLLT6,No
MN1,No
MNAT1,No
MPG,No
MRPL28,No
MRRF,No
MSH2,No
MSH3,No
MSH6,No
MSL3,No
MSRB2,No
MST1R,No
MTDH,No
MTF2,Yes
MTPN,No
MUS81,No
MYBBP1A,No
MYCBP,No
MYD88,No
MYEF2,No
MYOCD,No
NAB2,No
NABP2,No
NACC2,Yes
NCOA4,No
NCOA5,No
NCOA6,No
NCOA7,No
NDN,No
NDP,No
NEIL1,No
NFAM1,No
NFE4,Yes
NFKBIA,No
NFKBIB,No
NFKBID,No
NFKBIL1,No
NFKBIZ,No
NFRKB,No
NFYB,Yes
NFYC,Yes
NKRF,Yes
NLRC3,No
NLRC4,No
NLRC5,No
NLRP12,No
NLRP2B,No
NLRP3,No
NME2,Yes
NOC3L,No
NOC4L,No
NOCT,No
NOD1,No
NOD2,No
NODAL,No
NONO,No
NOP2,No
NOTCH1,No
NOTCH2,No
NOTCH3,No
NPM1,No
NR0B2,No
NRF1,Yes
NRG1,No
NRIP1,No
NRIP3,No
NRK,No
NSD1,No
NTRK1,No
NUCKS1,No
NUP98,No
OGG1,No
OPRD1,No
OTOP3,No
OTULIN,No
PA2G4,Yes
PABPN1,No
PARK7,No
PARP1,No
PARP10,No
PAWR,No
PAXBP1,No
PAXIP1,No
PCBD1,No
PCBP1,No
PCBP2,No
PCBP3,No
PCGF2,Yes
PCGF6,Yes
PCNA,No
PCSK6,No
PDCD7,No
PDS5B,No
PELI1,No
PER1,No
PER2,No
PER3,No
PEX14,No
PFDN1,No
PGBD1,No
PGS1,No
PHB,No
PHB2,No
PHF1,Yes
PHF19 ,Yes
PHF5A,No
PHTF1,No
PHTF2,No
PIAS1,No
PIAS2,No
PIAS3,No
PIAS4,No
PIDD1,No
PIKFYVE,No
PIM1,No
PINK1,No
PKHD1,No
PKHD1L1,No
PLA2G10,No
PLA2G1B,No
PLEK,No
PLEK2,No
PLEKHA4,No
PLPP3,No
PLSCR1,Yes
PLXNA1,No
PLXNA2,No
PLXNA3,No
PLXNA4,No
PLXNB1,No
PLXNB2,No
PLXNB3,No
PLXNC1,No
PLXND1,No
PML,No
PNKP,No
POGZ,No
POLA1,No
POLB,No
POLE3,No
POLE4,No
POLG,No
POLH,No
POLI,No
POLK,No
POLL,No
POLM,No
POLN,No
POLQ,No
POLR1B,No
POLR2A,No
POLR2B,No
POLR2E,No
POLR2J,No
POLR2K,No
POLR2L,No
POLR3A,No
POLRMT,No
POT1,No
POU2AF1,Yes
PPARGC1A,No
PPARGC1B,No
PPP1R13L,No
PPP2R3B,No
PPP2R5B,No
PPP3CA,No
PPRC1,No
PQBP1,No
PRAM1,No
PRAP1,No
PRB3,No
PRDM7,No
PRDX3,No
PREB,Yes
PREX1,No
PREX2,No
PRH2,No
PRIM2,No
PRIMPOL,No
PRKCB,No
PRKCH,No
PRKCI,No
PRKCQ,No
PRKCZ,No
PRKD1,No
PRKD2,No
PRKN,No
PRMT2,No
PRNP,No
PSMA6,No
PSMC5,No
PSMD10,No
PSMD11,No
PSMD12,No
PSPC1,No
PTCH1,No
PTEN,No
PTGIS,No
PTH,No
PTTG1,No
PUM3,No
PURA,Yes
PURB,Yes
PURG,Yes
PYCARD,No
PYDC1,No
PYDC2,No
QRICH1,No
RAB7B,No
RAD21,No
RAD51,No
RAG1,Yes
RAI1,No
RAPGEF3,No
RAPGEF4,No
RAPGEF5,No
RB1,No
RBBP7,No
RBCK1,Yes
RBL1,No
RBL2,No
RBM10,No
RBM20,No
RBM22,No
RBM26,No
RBM27,No
RBM5,No
RBM6,No
RCAN1,No
RECQL,No
RELL2,No
RELN,No
REV1,No
REXO4,Yes
RFC1,No
RFXANK,No
RFXAP,No
RGCC,No
RGS11,No
RGS6,No
RGS7,No
RGS9,No
RHEBL1,No
RING1,No
RIOK2,No
RIPK1,No
RIPK2,No
RIPK3,No
RIPK4,No
RLIM,No
RNASE2,No
RNASEH1,No
RNF114,No
RNF125,No
RNF138,No
RNF14,No
RNF166,No
RNF2,No
RNF25,No
RNF31,No
RNF4,No
RNF41,No
RPA2,No
RPA4,No
RPL7,No
RPL7A,No
RPS27A,No
RPS6KA4,No
RPS6KA5,No
RRN3,No
RUNX1T1,No
RWDD3,No
RYBP,No
S100A12,No
S100A8,No
S100A9,No
SAFB,Yes
SAFB2,Yes
SAV1,No
SCAND1,No
SCAND2P,No
SCAPER,No
SCMH1,Yes
SCML1,No
SCML2,No
SEMA4A,No
SERTAD1,No
SERTAD2,No
SETD6,No
SF3A2,No
SF3A3,No
SFPQ,No
SFRP4,No
SFRP5,No
SFTPB,No
SGK1,No
SGK3,No
SHH,No
SHPRH,No
SIGIRR,No
SIK1,No
SIN3A,No
SIN3B,No
SIRT1,No
SIRT2,No
SIRT3,No
SIRT6,No
SIVA1,No
SKI,Yes
SKIDA1,No
SKIL,Yes
SKOR1,Yes
SLC22A4,No
SLC26A10,No
SLC26A3,No
SLC30A9,No
SLC39A10,No
SLC4A10,No
SMARCA2,No
SMARCA4,No
SMARCAL1,No
SMARCB1,No
SMARCD1,No
SMARCD2,No
SMARCD3,No
SMC3,No
SMO,No
SMUG1,No
SMYD1,No
SMYD3,Yes
SNAPC2,Yes
SNAPC5,Yes
SNRPC,No
SNURF,No
SNW1,No
SOGA3,No
SON,Yes
SORBS2,No
SPEN,Yes
SPHK1,No
SPZ1,Yes
SSB,No
SSBP2,No
SSBP3,No
SSBP4,No
SSH1,No
SSH2,No
SSH3,No
SSX1,No
STAG1,No
STK16,No
STK3,No
STK36,No
STRN,No
STRN3,No
SUB1,No
SUFU,No
SUMO1,No
SUPT16H,No
SUPT4H1,No
SUPT5H,No
SUPT6H,No
SUV39H1,No
SUV39H2,No
SUZ12,No
SYK,No
TAB1,No
TAB2,No
TAB3,No
TADA3,No
TAF1,No
TAF10,No
TAF11,No
TAF12,No
TAF13,No
TAF1A,No
TAF1B,No
TAF1C,No
TAF1L,No
TAF2,No
TAF3,No
TAF4,No
TAF4B,No
TAF5,No
TAF5L,No
TAF6,No
TAF6L,No
TAF7,No
TAF7L,No
TAF8,No
TAF9,No
TAF9B,No
TARDBP,No
TAX1BP1,No
TBL1Y,No
TCEA2,No
TCEAL1,No
TCEAL7,No
TCEAL8,No
TCF19,No
TCF20,Yes
TCF25,No
TDG,No
TDP1,No
TDP2,No
TET2,Yes
TGFB1,No
TGFB1I1,No
TGS1,No
THRAP3,No
THYN1,Yes
TIA1,No
TICAM1,No
TIPARP,No
TIRAP,No
TLE1,No
TLE2,No
TLE3,No
TLE4,No
TLE6,No
TLR2,No
TLR3,No
TLR4,No
TLR9,No
TMEM235,No
TMF1,Yes
TNF,No
TNFAIP3,No
TNFRSF11A,No
TNFRSF4,No
TNFSF11,No
TNFSF18,No
TNFSF4,No
TONSL,No
TOP1,No
TOP2A,No
TOP2B,No
TOPORS,Yes
TP53BP1,No
TRADD,No
TRAF1,No
TRAF2,No
TRAF3,No
TRAF4,No
TRAF5,No
TRAF6,No
TRAPPC9,No
TREX1,No
TRIB1,No
TRIB3,No
TRIM13,No
TRIM14,No
TRIM15,No
TRIM21,No
TRIM22,No
TRIM23,No
TRIM24,No
TRIM25,No
TRIM26,No
TRIM27,No
TRIM28,No
TRIM29,No
TRIM3,No
TRIM31,No
TRIM32,No
TRIM33,No
TRIM34,No
TRIM37,No
TRIM38,No
TRIM40,No
TRIM5,No
TRIM52,No
TRIM62,No
TRIM8,No
TRIP11,No
TRIT1,No
TRMT1L,No
TRRAP,No
TSC2,No
TSC22D1,Yes
TSC22D2,No
TSC22D3,No
TSC22D4,No
TSN,No
TSSK4,No
TUB,No
TULP4,No
TUT1,No
TXK,No
U2AF1,No
U2AF1L4,No
UBA52,No
UBB,No
UBC,No
UBE2K,No
UBE2N,No
UBE2V1,No
UBN1,No
UBR4,No
UBTFL6,No
UFL1,No
UHRF1,No
UHRF2,No
UNG,No
USP39,No
USP7,No
UTF1,No
VAV1,No
VEGFA,No
VGLL1,No
VGLL2,No
VGLL3,No
VHLL,No
VPS72,No
WFS1,No
WNT1,No
WNT10B,No
WNT2,No
WNT3A,No
WNT5A,No
WNT8B,No
WRN,No
WWOX,No
WWP2,No
WWTR1,No
XCL1,No
XPA,Yes
YEATS2,No
YEATS4,No
YOD1,No
ZBED6CL,No
ZBP1,No
ZCCHC11,No
ZCCHC6,No
ZDHHC11,No
ZDHHC19,No
ZMAT2,No
ZNF137P,No
ZNF185,No
ZNF638,No
ZNF720,No
ZNF738,No
ZNF862,No
ZNFX1,No
ZRANB2,No
TP53,Yes
TP63,Yes
TP73,Yes
PAX1,Yes
PAX5,Yes
PAX8,Yes
PAX9,Yes
LCOR,Yes
LCORL,Yes
PROX1,Yes
PROX2,Yes
NFAT5,Yes
NFATC1,Yes
NFATC2,Yes
NFATC3,Yes
NFATC4,Yes
NFKB1,Yes
NFKB2,Yes
REL,Yes
RELA,Yes
RELB,Yes
RFX1,Yes
RFX2,Yes
RFX3,Yes
RFX4,Yes
RFX5,Yes
RFX6,Yes
RFX7,Yes
RFX8,Yes
RUNX1,Yes
RUNX2,Yes
RUNX3,Yes
AIRE,Yes
DEAF1,Yes
GLA,No
GMEB1,Yes
GMEB2,Yes
SKOR2,Yes
SP100,Yes
SP110,Yes
SP140,Yes
SP140L,Yes
SART1,No
RPL36A,No
NFIA,Yes
NFIB,Yes
NFIC,Yes
NFIX,Yes
SMAD1,Yes
SMAD2,No
SMAD3,Yes
SMAD4,Yes
SMAD5,Yes
SMAD6,No
SMAD7,No
SMAD9,Yes
STAT1,Yes
STAT2,Yes
STAT3,Yes
STAT4,Yes
STAT5A,Yes
STAT5B,Yes
STAT6,Yes
EOMES,Yes
MGA,Yes
T,Yes
TBR1,Yes
TBX1,Yes
TBX10,Yes
TBX15,Yes
TBX18,Yes
TBX19,Yes
TBX2,Yes
TBX20,Yes
TBX21,Yes
TBX22,Yes
TBX3,Yes
TBX4,Yes
TBX5,Yes
TBX6,Yes
TBP,Yes
TBPL1,Yes
TBPL2,Yes
LIN54,Yes
TESMIN,No
APOA4,No
TEAD1,Yes
TEAD2,Yes
TEAD3,Yes
TEAD4,Yes
THAP1,Yes
THAP10,Yes
THAP11,Yes
THAP12,Yes
THAP2,Yes
THAP3,Yes
THAP4,Yes
THAP5,Yes
THAP6,Yes
THAP7,Yes
THAP8,Yes
THAP9,Yes
ZFAND5,No
